Temp,Turbidity,Dissolved_O2,pH,Ammonia
24.4375,46,8.595,7.38049,22.70519
24.4375,45,9.551,7.38957,48.45367
24.4375,47,11.376,7.38957,179.78499
24.4375,47,10.354,7.38503,280.33026
24.4375,48,9.694,7.38503,469.06256
24.4375,49,9.601,7.38503,764.26666
24.4375,49,5.95,7.38503,1167.02563
24.4375,50,10.252,7.38957,1775.1438
24.4375,50,8.57,7.38957,3167.75635
24.4375,51,9.407,7.38503,2753.08545
24.4375,51,8.553,7.38957,5859.12354
24.5,54,8.807,7.41227,12741.67188
24.4375,54,8.426,7.43042,17784.85352
24.5,54,9.077,7.38957,27731.70508
24.5,54,8.993,7.38957,28127.76172
24.4375,54,11.892,7.38503,40104.71875
24.4375,54,7.759,7.38957,97205.99219
24.4375,54,11.841,7.38957,58022.85547
24.4375,54,9.669,7.38049,46168.71484
24.4375,53,11.385,7.38049,70056.94531
24.5,54,10.142,7.38503,115651.5625
24.5,54,10.396,7.38049,208967.2656
24.5,56,10.21,7.38049,204289.625
24.5,56,7.911,7.38957,416620.7188
24.5,58,6.322,7.37141,18725.80859
24.5,57,14.199,7.38503,565940.75
24.4375,57,11.224,7.38049,464484.875
24.5,57,11.047,7.38049,464484.875
24.5,58,11.892,7.41227,924941.4375
24.5625,58,11.723,7.38049,740600.75
24.5,58,11.419,7.38957,4713923
24.5,60,11.123,7.37595,65353.84766
24.5,57,11.816,7.38049,2967854
24.5,57,12.052,7.38957,138627.7656
24.5625,57,10.227,7.38957,122746.7422
24.5,58,11.326,7.38503,83776.24219
24.5,58,9.246,7.38503,47666.09766
24.5,58,10.725,7.38957,109056.8047
24.5,58,10.159,7.38957,127777.1094
24.5,61,13.236,7.38503,10216.25684
24.5,59,11.63,7.37595,46909.91016
24.5,59,10.776,7.38503,130388.4531
24.5,59,11.85,7.38957,120323.0234
24.5,59,11.258,7.38503,73860.66406
24.5625,59,12.103,7.38503,144480.0781
24.5,59,11.571,7.38503,6752530.5
24.5,60,12.365,7.38503,2501495.5
24.5,60,12.205,7.37595,2123273.25
24.5,60,11.461,7.38049,1254843.75
24.5625,60,11.224,7.38957,20254.27539
24.5,59,11.334,7.38049,90183.34375
24.5625,59,10.903,7.38049,186830.7813
24.5625,59,11.224,7.38049,100971.375
24.5625,58,12.052,7.36687,276965.4375
24.5625,59,14.664,7.37595,73860.66406
24.5625,59,10.438,7.37595,79337.57812
24.5625,59,11.131,7.36233,100971.375
24.5625,59,13.016,7.37141,204289.625
24.5625,58,11.385,7.36687,895349.875
24.5625,59,8.697,7.35779,276965.4375
24.5625,59,12.636,7.37595,355768.0313
24.5,59,11.689,7.37595,924941.4375
24.5625,59,12.712,7.37595,427988.9063
24.5625,59,11.79,7.36687,477501.3125
24.5625,59,12.94,7.34871,313307.1563
24.5625,61,9.407,7.35779,22537.13477
24.5625,59,15.518,7.38049,195319.3281
24.5625,59,11.402,7.35779,99066.55469
24.5625,59,9.821,7.35779,97205.99219
24.5625,59,11.03,7.35779,147521.5313
24.5,59,11.224,7.36687,218725.9531
24.5625,59,11.326,7.34871,208967.2656
24.5,60,9.956,7.36233,337974.7188
24.5625,59,5.443,7.37595,270336.25
24.5625,60,10.193,7.35779,519383.9063
24.5625,60,9.677,7.36687,416620.7188
24.5625,60,11.74,7.36687,451902.1875
24.5625,59,10.751,7.35325,171186
24.5625,59,13.033,7.35779,97205.99219
24.5,58,13.185,7.34871,150641.4219
24.5625,59,13.337,7.35779,122746.7422
24.5625,59,11.883,7.34417,171186
24.5625,58,10.666,7.36233,208967.2656
24.5625,57,2.214,7.36687,14732.77344
24.5625,57,9.982,7.36687,16479.16211
24.5625,58,15.932,7.35779,24797.75586
24.5625,58,10.43,7.34871,36054.70313
24.625,58,11.723,7.35779,29358.07617
24.5625,58,12.027,7.35779,38892.95703
24.5625,59,10.556,7.38957,18014.52539
24.5625,60,7.125,7.34871,21938.12695
24.5625,60,10.539,7.38957,12009.67969
24.5625,60,12.382,7.34871,7432.50879
24.5625,60,10.21,7.34871,8932.5957
24.5625,60,8.097,7.34871,12741.67188
24.5625,61,6.88,7.35325,19989.19141
24.625,61,9.737,7.34871,29358.07617
24.5625,61,13.075,7.34417,21645.88281
24.5625,61,11.385,7.34417,44728.53125
24.625,61,15.121,7.35779,46909.91016
24.5625,61,8.224,7.34871,37158.38672
24.5625,61,17.665,7.35779,50844.33984
24.5625,61,11.841,7.33963,54287.89844
24.5625,61,11.41,7.34417,125231.1875
24.5625,61,18.823,7.34417,122746.7422
24.5625,61,11.841,7.33963,111202.3906
24.5625,61,10.903,7.34871,75185.10156
24.625,62,12.238,7.35779,109056.8047
24.5625,62,12.154,7.33963,86907.21875
24.5625,61,12.433,7.33056,239999.625
24.5625,61,14.411,7.33963,257661.0781
24.625,61,12.34,7.34417,130388.4531
24.5625,61,11.697,7.34417,130388.4531
24.625,61,12.331,7.33056,147521.5313
24.5625,61,10.759,7.32602,97205.99219
24.625,61,8.748,7.37595,48437.01172
24.5625,61,13.058,7.33963,106962.9453
24.625,60,12.847,7.34871,36601.32813
24.5625,61,11.258,7.34417,39493.00391
24.5625,61,12.306,7.33509,27342.62305
24.5625,62,6.753,7.33963,28127.76172
24.625,62,10.911,7.38957,28127.76172
24.625,62,10.666,7.35325,43343.46094
24.625,62,12.492,7.34871,44728.53125
24.5625,62,11.723,7.34871,53400.66797
24.5625,62,11.072,7.34417,51679.49219
24.625,63,13.008,7.34871,53400.66797
24.5625,62,11.917,7.35779,51679.49219
24.625,62,13.101,7.34417,40104.71875
24.625,63,11.021,7.34871,71297.54687
24.625,64,11.055,7.34417,7050.72803
24.5625,63,11.799,7.35325,42670.58594
24.625,63,11.554,7.32602,86907.21875
24.625,63,11.292,7.34871,83776.24219
24.625,63,12.069,7.34417,53400.66797
24.5625,63,11.047,7.35779,42670.58594
24.625,65,10.886,7.36687,6488.04395
24.625,63,10.556,7.33509,36054.70313
24.5625,63,11.19,7.33056,38892.95703
24.625,63,11.385,7.35779,38303.85156
24.5625,64,11.047,7.34417,6039.73291
24.625,63,9.737,7.33963,24797.75586
24.5625,62,10.134,7.33963,20797.36328
24.625,63,11.503,7.33509,23156.28125
24.5625,64,13.219,7.33963,44029.43359
24.5625,64,11.241,7.33509,24124.61914
24.625,63,10.286,7.33963,18014.52539
24.625,63,11.79,7.32148,16273.05078
24.625,64,9.72,7.33056,22844.20313
24.625,64,11.452,7.33509,22235.10742
24.625,63,9.762,7.32602,18485.02734
24.625,63,10.345,7.33963,25143.01172
24.5625,62,12.906,7.33963,27731.70508
24.625,62,11.723,7.38503,21358.37891
24.5625,63,8.646,7.32602,28940.71875
24.625,62,10.387,7.33963,22844.20313
24.625,63,11.883,7.32148,25143.01172
24.625,62,11.545,7.33963,15479.60156
24.5625,62,12.061,7.32148,22844.20313
24.625,61,11.655,7.33963,18970.53516
24.625,61,11.588,7.32602,18247.92578
24.625,62,11.596,7.33056,26584.04492
24.625,62,11.74,7.33056,17335.97852
24.625,62,11.207,7.33963,16479.16211
24.625,63,2.383,7.33963,22537.13477
24.625,63,12.221,7.32602,16070.16699
24.625,64,11.207,7.33509,10451.44043
24.625,64,11.089,7.34417,12296.15234
24.625,64,11.604,7.33056,11197.6377
24.625,64,10.886,7.33963,11869.46094
24.6875,64,12.475,7.40319,12741.67188
24.6875,64,11.055,7.34871,8834.75684
24.6875,64,10.066,7.32602,6833.04736
24.625,64,10.632,7.36233,6227.11865
24.625,64,16.008,7.34417,5628.37402
24.625,64,11.596,7.35325,6291.14697
24.6875,64,10.303,7.34417,6488.04395
24.625,64,13.041,7.33963,8932.5957
24.625,63,9.796,7.34871,7276.87061
24.625,63,11.917,7.32148,7050.72803
24.625,63,10.092,7.35779,10333.05664
24.625,64,9.889,7.35779,11595.01172
24.6875,64,11.824,7.34871,9132.33789
24.6875,63,14.301,7.33963,13049.61523
24.625,63,11.055,7.36233,23156.28125
24.5625,61,9.872,15.45166,inf
24.625,65,12.01,7.36233,432.72073
24.5625,45,7.429,15.45166,inf
24.5625,58,9.872,7.33963,927.44135
24.6875,58,5.189,7.33509,1304.22742
24.625,60,9.652,7.33056,2035.20056
24.5625,61,11.224,7.33056,2209.4458
24.6875,62,9.77,7.31694,3004.0083
24.625,62,9.889,7.33056,2381.69897
24.6875,62,5.392,7.32148,4246.56543
24.625,63,10.303,7.33963,3867.60083
24.625,66,9.931,7.32602,1565.81189
24.625,64,9.855,7.32602,5800.39258
24.6875,64,9.094,7.31694,3867.60083
24.6875,64,9.542,7.32602,759.09497
24.625,64,11.207,7.33056,967.57013
24.625,63,10.396,15.45166,748.87585
24.625,64,9.424,7.30332,549.47272
24.625,65,14.089,7.3124,709.58368
24.625,65,11.258,7.32148,724.02747
24.625,64,10.303,7.32148,1133.37744
24.625,65,10.117,7.32602,1069.46143
24.625,65,10.869,7.31694,1210.76685
24.625,65,9.365,7.31694,1862.12976
24.625,65,7.615,7.37595,2102.85596
24.625,64,8.984,7.32148,3084.57837
24.625,64,9.813,7.32148,3867.60083
24.625,64,9.88,7.3124,5097.82568
24.625,65,8.536,7.3124,5517.12061
24.625,64,11.503,7.31694,6039.73291
24.625,66,9.813,7.3124,1986.16162
24.625,65,2.155,7.30786,6977.23682
24.625,65,8.849,7.31694,5978.80811
24.625,64,9.584,7.35779,8642.90918
24.625,64,10.159,7.31694,8096.91553
24.625,65,10.539,7.3124,6163.90283
24.625,64,11.072,7.34417,6762.29102
24.6875,65,10.624,7.31694,4716.40381
24.625,65,9.694,7.3124,4762.13965
24.625,65,12.34,7.30786,4762.13965
24.6875,65,11.537,7.34417,6163.90283
24.6875,65,10.43,7.3124,5517.12061
24.625,65,10.717,7.31694,6227.11865
24.6875,65,10.911,7.31694,8548.86133
24.6875,65,10.244,7.29878,7125.13281
24.625,65,10.058,7.30786,5978.80811
24.5625,65,9.415,7.29424,5250.39746
24.625,65,7.928,7.3124,7511.82861
24.625,66,10.142,7.31694,5408.49463
24.625,66,10.835,7.30786,5355.1709
24.625,65,10.683,7.30786,12151.86328
24.625,65,10.472,7.30332,18485.02734
24.625,66,10.184,7.30786,15100.59473
24.625,66,9.424,7.30332,10333.05664
24.625,67,8.748,7.30332,3560.8457
24.625,67,9.348,7.30332,3342.33765
24.6875,67,9.863,7.30786,5572.40137
24.625,66,10.345,7.29878,10816.71875
24.6875,67,12.348,7.30332,11197.6377
24.6875,65,11.681,7.29424,9234.19922
24.75,65,12.314,7.2897,12151.86328
24.6875,65,10.235,7.29424,4999.07178
24.6875,64,10.624,7.27608,3831.98437
24.6875,64,10.337,7.29424,3282.8811
24.6875,65,7.581,7.29424,2505.49463
24.75,66,9.728,7.29424,947.25494
24.6875,64,11.495,7.28516,2682.7605
24.6875,64,11.79,7.30332,3626.40356
24.6875,65,11.258,7.2897,3372.53833
24.75,65,11.224,7.29878,3312.44873
24.6875,66,13.202,7.01279,8274.12305
24.75,66,9.305,6.88115,14375.89648
24.6875,66,7.919,6.80398,13366.67383
24.6875,66,11.571,6.84029,9337.48633
24.6875,66,12.247,6.84029,9548.26172
24.6875,66,11.258,6.84029,10333.05664
24.6875,66,12.644,6.80852,7354.17432
24.75,66,14.225,6.80398,12296.15234
24.75,64,11.588,6.95378,7839.63721
24.6875,65,9.373,6.95378,4495.46094
24.6875,64,11.41,6.97648,5742.34766
24.75,64,9.931,6.96286,6488.04395
24.6875,64,10.227,6.97194,7756.07666
24.75,64,9.593,6.98102,7200.51611
24.75,64,10.37,6.98102,8932.5957
24.75,64,10.041,6.9674,8364.50684
24.6875,64,10.742,6.9674,7756.07666
24.6875,64,9.128,6.9674,3831.98437
24.6875,65,6.981,6.98102,3626.40356
24.75,65,11.537,6.97194,5628.37402
24.75,65,12.915,6.97648,8456.05566
24.6875,65,10.683,7.02187,8184.91748
24.75,65,11.334,6.9674,6291.14697
24.6875,65,12.492,6.96286,10333.05664
24.75,65,10.751,6.97194,11869.46094
24.75,64,14.36,6.95378,14915.29883
24.75,65,12.205,6.94016,21645.88281
24.75,65,10.954,6.92654,18485.02734
24.75,65,11.055,6.94924,21938.12695
24.75,66,11.41,6.94016,12590.99805
24.75,66,11.072,6.9447,22235.10742
24.75,65,9.576,6.94924,18970.53516
24.75,66,11.241,6.95378,9764.84766
24.6875,65,3.947,6.94924,20797.36328
24.75,66,9.272,6.94016,18485.02734
24.75,65,10.21,6.9447,21358.37891
24.75,68,9.441,6.94016,8642.90918
24.75,65,9.601,6.95378,13528.75195
24.75,65,11.376,6.922,17784.85352
24.75,66,9.838,6.922,12442.54102
24.75,65,10.303,6.91746,21358.37891
24.75,65,10.184,6.922,16479.16211
24.75,65,11.503,6.922,14201.37988
24.75,66,4.445,6.90839,21075.64453
24.75,66,7.581,6.89931,22844.20313
24.75,66,11.317,6.90839,38892.95703
24.75,66,11.596,6.91292,22537.13477
24.75,66,9.72,6.90839,23473.72656
24.75,66,4.623,6.90385,24797.75586
24.75,66,10.463,6.90385,33466.47266
24.75,66,10.531,6.89477,28127.76172
24.75,66,9.398,6.90385,27731.70508
24.75,66,8.883,6.89023,30215
24.6875,65,8.224,6.89477,26960.0625
24.6875,66,8.283,6.90839,31558.79883
24.6875,67,11.233,6.89023,36601.32813
24.6875,66,11.241,6.89477,19728.42773
24.75,66,9.627,6.89023,24797.75586
24.75,66,9.373,6.90385,20797.36328
24.75,66,10.108,6.93562,31558.79883
24.75,66,10.709,6.90839,36601.32813
24.75,66,12.61,6.90385,30655.04688
24.75,66,11.283,6.90839,44728.53125
24.8125,67,10.159,6.90385,53400.66797
24.75,67,10.523,6.89477,55193.00781
24.8125,67,10.066,6.90385,56117.11328
24.8125,66,10.345,6.89931,51679.49219
24.8125,67,7.852,6.90385,99066.55469
24.8125,67,13.236,6.90385,46168.71484
24.8125,67,11.85,6.90839,60009.34375
24.75,68,11.241,6.90385,109056.8047
24.8125,68,10.092,6.90385,79337.57812
24.8125,68,12.002,6.89477,34473.55469
24.75,67,9.601,6.90385,72564.90625
24.8125,68,10.43,6.89477,45441.60547
24.8125,67,9.863,6.90385,40104.71875
24.8125,67,4.361,6.91292,27731.70508
24.75,68,10.742,6.91292,25851.22461
24.8125,67,10.801,6.90839,36054.70313
24.8125,67,10.616,6.90385,20797.36328
24.75,67,11.004,6.90839,19989.19141
24.75,66,11.089,6.90839,21938.12695
24.75,67,9.686,6.91292,29782.67969
24.8125,67,11.055,6.89477,31102.80273
24.8125,67,10.066,6.91292,53400.66797
24.8125,67,10.303,6.90839,35517.87891
24.8125,68,10.286,6.90839,38892.95703
24.75,69,12.822,6.922,47666.09766
24.75,68,10.497,6.90839,44728.53125
24.8125,68,10.024,6.90839,55193.00781
24.75,68,9.72,6.90839,24458.41992
24.75,68,11.748,6.90839,49223.67187
24.8125,68,12.45,6.95378,29358.07617
24.75,68,10.294,6.90839,48437.01172
24.8125,67,14.69,6.90839,54287.89844
24.8125,68,10.421,6.90385,76538.40625
24.8125,67,10.649,6.89931,30655.04688
24.8125,67,10.244,6.89931,39493.00391
24.8125,67,12.162,6.90839,59005.80469
24.8125,68,8.849,6.89931,36054.70313
24.8125,67,9.745,6.90385,34990.82422
24.8125,70,0,6.90839,5918.6001
24.8125,68,9.889,6.91292,42010.77344
24.8125,68,12.526,6.90839,46168.71484
24.8125,68,12.052,6.90839,208967.2656
24.8125,69,10.928,6.91292,72564.90625
24.8125,69,8.764,6.90385,83776.24219
24.8125,68,8.807,6.90385,122746.7422
24.8125,68,9.635,6.90385,95389.13281
24.75,70,12.078,6.90385,204289.625
24.75,68,7.556,6.90385,257661.0781
24.8125,68,9.973,6.89931,157131.5156
24.8125,68,1.555,6.90839,171186
24.8125,68,13.844,6.90385,171186
24.8125,68,9.407,6.89931,75185.10156
24.75,69,11.072,6.90839,80783.94531
24.8125,69,9.906,6.90385,109056.8047
24.8125,69,8.984,6.89931,40104.71875
24.8125,69,9.703,6.90839,66491.92187
24.8125,68,9.508,6.90385,90183.34375
24.75,68,7.759,6.91292,46909.91016
24.75,69,9.407,6.88569,59005.80469
24.8125,68,9.356,6.90385,66491.92187
24.8125,68,12.898,6.89931,263905.375
24.8125,69,10.134,6.88569,157131.5156
24.75,69,10.328,6.89477,79337.57812
24.8125,69,8.714,6.91292,75185.10156
24.8125,69,11.148,6.88569,138627.7656
24.8125,69,9.491,6.89023,35517.87891
24.8125,69,11.385,6.95378,25851.22461
24.8125,69,10.945,6.89477,27342.62305
24.75,70,10.244,6.89023,20254.27539
24.75,69,10.7,6.89477,18014.52539
24.75,69,9.601,6.89477,22844.20313
24.75,69,10.379,6.94924,29358.07617
24.8125,69,11.943,6.89477,19728.42773
24.8125,70,10.709,6.94924,18970.53516
24.8125,69,15.788,6.89023,16688.4707
24.8125,70,9.069,6.89023,15100.59473
24.8125,70,10.886,6.90839,27731.70508
24.8125,69,7.869,6.88569,29782.67969
24.8125,69,6.373,6.88569,22844.20313
24.8125,69,9.787,6.89023,18970.53516
24.8125,69,9.813,6.88115,15288.625
24.8125,69,9.838,6.89023,23473.72656
24.875,71,10.489,6.88569,5198.92871
24.8125,68,11.562,6.88115,27731.70508
24.8125,69,13.81,6.87661,31558.79883
24.8125,69,9.246,6.87661,30655.04688
24.8125,69,11.385,6.87661,38892.95703
24.8125,69,9.272,6.87207,42010.77344
24.8125,70,0.684,6.88115,48437.01172
24.8125,70,9.821,6.88115,44728.53125
24.875,70,8.317,6.87661,34990.82422
24.8125,70,9.424,6.87661,36054.70313
24.8125,70,10.041,6.88115,59005.80469
24.8125,69,7.759,6.87661,45441.60547
24.8125,70,10.261,6.87661,83776.24219
24.875,69,12.382,6.88115,534355.875
24.8125,69,6.871,6.88115,195319.3281
24.875,70,9.601,6.88569,208967.2656
24.875,70,5.823,6.88115,106962.9453
24.8125,70,12.543,6.87207,58022.85547
24.8125,72,10.015,6.86753,9031.7959
24.8125,70,10.015,6.87661,76538.40625
24.8125,70,7.902,6.88115,30655.04688
24.8125,71,10.81,6.88569,53400.66797
24.8125,71,12.221,6.89023,36054.70313
24.8125,70,9.779,6.87661,39493.00391
24.8125,70,9.187,6.87207,43343.46094
24.8125,70,9.728,6.87207,60009.34375
24.8125,70,11.554,6.87661,51679.49219
24.8125,71,9.424,6.87661,55193.00781
24.75,70,9.508,6.87207,61033.60547
24.875,71,8.629,6.87207,40104.71875
24.875,71,5.848,6.86753,37158.38672
24.8125,71,8.748,6.87661,26214.56836
24.875,71,14.859,6.87207,30215
24.875,70,8.418,6.87661,27731.70508
24.875,71,9.483,6.86753,72564.90625
24.8125,71,9.39,6.84483,55193.00781
24.8125,72,10.725,6.87207,57060.38281
24.875,71,10.404,6.86753,48437.01172
24.8125,71,10.632,6.86753,32976.66797
24.8125,71,10.996,6.86753,42670.58594
24.8125,71,9.559,6.88115,33466.47266
24.875,71,9.086,6.87661,36601.32813
24.8125,72,8.528,6.85391,6227.11865
24.8125,70,9.999,6.85845,28127.76172
24.8125,70,8.9,6.86299,29358.07617
24.8125,70,9.441,6.87207,22844.20313
24.8125,70,11.985,6.87207,22844.20313
24.8125,70,9.39,6.86299,27731.70508
24.8125,70,10.066,6.87661,36054.70313
24.8125,70,9.272,6.87207,36601.32813
24.8125,70,10.303,6.86753,23156.28125
24.875,70,8.426,6.87661,23473.72656
24.875,70,9.576,6.87207,19989.19141
24.875,70,10.937,6.86753,22844.20313
24.875,70,9.136,6.85391,23796.38477
24.8125,70,8.798,6.87207,15870.27539
24.875,70,11.004,6.87207,16900.93945
24.875,70,3.49,6.87207,11731.23145
24.8125,70,9.576,6.84937,11731.23145
24.8125,70,8.883,6.85845,12296.15234
24.875,70,8.798,6.86753,11197.6377
24.8125,70,8.317,6.88115,11595.01172
24.8125,70,8.697,6.85845,14029.5
24.8125,70,8.739,6.85391,14375.89648
24.875,70,9.694,6.86753,10333.05664
24.875,70,7.877,6.85845,10333.05664
24.8125,70,10.159,6.85845,9764.84766
24.875,70,12.331,6.85845,9655.83789
24.8125,70,9.077,6.85845,9987.47559
24.8125,71,9.584,6.86299,15100.59473
24.875,71,10.049,6.85845,13528.75195
24.875,71,8.672,6.86299,12442.54102
24.8125,71,9.153,6.85845,13049.61523
24.875,71,9.043,6.86753,6227.11865
24.875,71,9.229,6.85845,5859.12354
24.875,71,10.328,6.85391,6227.11865
24.875,71,10.066,6.85845,6355.94922
24.875,71,8.012,6.84937,15288.625
24.875,71,15.349,6.86753,14375.89648
24.875,71,9.001,6.85845,10816.71875
24.8125,70,9.737,6.85845,2284.09619
24.875,71,8.748,6.84937,4206.70996
24.8125,71,9.584,6.84029,5517.12061
24.875,71,9.407,6.85391,6101.43604
24.875,70,9.187,6.84029,8642.90918
24.875,70,9.314,6.87207,12009.67969
24.875,70,9.906,6.85391,12296.15234
24.875,70,9.906,6.86753,15673.41602
24.875,70,9.914,6.85391,23796.38477
24.875,70,10.725,6.85391,25143.01172
24.875,70,10.962,6.85845,28127.76172
24.875,70,8.815,6.86753,31558.79883
24.875,70,9.77,6.85845,36054.70313
24.875,70,8.477,6.85391,59005.80469
24.875,70,8.807,6.85845,44728.53125
24.875,70,8.976,6.87207,72564.90625
24.875,71,8.418,6.85845,67655.02344
24.875,71,7.852,6.85845,31102.80273
24.875,70,8.9,6.87207,50026.08984
24.875,70,6.829,6.84937,36601.32813
24.875,70,3.304,6.84937,3867.60083
24.875,70,9.111,6.85391,33466.47266
24.875,70,8.807,6.90839,22844.20313
24.875,70,9.153,6.85845,16900.93945
24.875,70,8.536,6.85391,18014.52539
24.8125,71,7.353,6.85391,17784.85352
24.8125,71,9.086,6.85845,11197.6377
24.875,70,8.579,6.84937,7276.87061
24.8125,70,9.086,6.84937,11068.86133
24.8125,70,13.185,6.86753,9337.48633
24.8125,71,9.094,6.88569,10333.05664
24.8125,71,9.06,6.85391,7511.82861
24.875,71,8.553,6.85391,7200.51611
24.8125,71,8.452,6.86753,7276.87061
24.875,71,10.7,6.86299,8642.90918
24.8125,71,8.604,6.85845,10216.25684
24.875,71,8.976,6.85391,13528.75195
24.875,71,10.066,6.85391,14201.37988
24.875,71,6.465,6.85845,10333.05664
24.875,70,8.063,6.84937,8834.75684
24.875,70,6.491,6.85391,8932.5957
24.8125,70,8.266,6.84937,10816.71875
24.875,71,8.579,6.85391,8932.5957
24.8125,70,8.088,6.86753,11197.6377
24.8125,71,10.835,6.83575,10101.05566
24.875,71,9.212,6.84937,11869.46094
24.8125,71,8.942,6.85391,11731.23145
24.875,71,9.119,6.85391,11595.01172
24.875,71,8.317,6.84937,13860.09277
24.875,71,8.384,6.84029,17335.97852
24.875,71,9.153,6.83575,11197.6377
24.875,71,9.534,6.84483,11595.01172
24.875,71,16.507,6.84937,12741.67188
24.875,71,9.027,6.85845,10451.44043
24.875,71,4.75,6.8176,10693.24414
24.875,71,8.976,6.83575,11460.66016
24.875,71,7.412,6.84029,9337.48633
24.875,71,6.415,6.84029,8548.86133
24.875,72,1.825,6.82667,12442.54102
24.875,71,9.255,6.83121,8834.75684
24.8125,71,8.562,6.84937,8738.17285
24.875,71,8.291,6.82214,15479.60156
24.875,71,7.987,6.83121,15479.60156
24.875,71,8.105,6.83575,21075.64453
24.875,71,11.74,6.83121,9764.84766
24.8125,71,10.117,6.83575,7511.82861
24.875,71,9.965,6.83575,7276.87061
24.875,71,8.283,6.83121,5355.1709
24.8125,71,8.891,6.84029,8364.50684
24.875,72,4.259,6.82214,3496.70825
24.875,71,7.395,6.83121,16273.05078
24.875,72,8.57,6.83121,12296.15234
24.875,71,8.418,6.83121,13366.67383
24.875,72,7.759,6.83121,21358.37891
24.875,73,9.094,6.82214,3659.73291
24.875,72,8.139,6.82667,11460.66016
24.875,72,7.412,6.83121,15100.59473
24.875,72,9.517,6.83121,16070.16699
24.875,72,8.604,6.82214,16479.16211
24.875,72,0,6.83575,14201.37988
24.875,71,8.147,6.80852,9987.47559
24.875,71,7.497,6.82214,7756.07666
24.875,71,9.483,6.82214,7673.62598
24.875,71,8.038,6.82214,11197.6377
24.875,71,6.744,6.82667,12741.67188
24.875,70,9.458,6.82214,19728.42773
24.875,71,9.542,6.8176,18247.92578
24.875,71,8.3,6.82214,15100.59473
24.875,71,8.063,6.83121,16273.05078
24.875,71,11.723,6.82214,16273.05078
24.875,71,8.114,6.82667,15288.625
24.875,71,10.954,6.82214,31102.80273
24.8125,71,0,6.82214,17116.81836
24.875,71,10.142,6.82214,20797.36328
24.8125,71,9.999,6.83121,23796.38477
24.875,71,8.469,6.82667,26584.04492
24.875,72,8.274,6.82214,22844.20313
24.875,72,8.722,6.8176,13207.0166
24.8125,72,7.598,6.82667,26214.56836
24.875,72,8.511,6.82214,28127.76172
24.875,72,10.396,6.83121,17335.97852
24.875,72,10.818,6.83121,17558.66211
24.875,72,8.021,6.8176,21358.37891
24.875,71,9.272,6.82667,16900.93945
24.875,71,10.421,6.80852,18485.02734
24.875,71,8.232,6.82214,14553.03711
24.875,71,8.249,6.81306,15100.59473
24.875,71,9.407,6.80852,12009.67969
24.875,71,9.593,6.80852,4495.46094
24.875,72,7.776,6.81306,2900.48145
24.875,71,8.748,6.80852,3403.07959
24.875,71,9.086,6.80852,2951.7002
24.875,70,8.722,6.81306,2753.08545
24.875,71,9.906,6.81306,2303.2312
24.875,73,8.993,6.87207,927.44135
24.875,72,9.813,6.80852,2209.4458
24.875,72,8.156,6.85845,1892.25464
24.875,72,7.615,6.85391,2209.4458
24.875,72,8.19,6.81306,2900.48145
24.875,73,7.928,6.81306,3139.73096
24.875,72,7.632,6.80852,3496.70825
24.8125,72,8.097,6.81306,2381.69897
24.875,72,9.703,6.80852,2977.71167
24.875,73,8.967,6.80852,3004.0083
24.875,72,11.08,6.80852,4368.87793
24.875,72,8.384,6.80852,4286.86279
24.9375,73,8.764,6.80852,4410.57764
24.875,73,2.256,6.81306,3312.44873
24.875,73,9.813,6.83121,3312.44873
24.875,73,9.111,6.82214,3593.45117
24.875,73,8.883,6.82214,3560.8457
24.875,73,10.227,6.85391,2925.95142
24.875,73,9.086,6.83575,2463.39478
24.875,74,12.627,6.84937,2900.48145
24.875,73,7.294,6.84029,2209.4458
24.875,73,8.942,6.85391,2682.7605
24.875,73,2.129,6.85391,2035.20056
24.875,73,7.53,6.85391,1747.22522
24.875,73,12.534,6.85391,1803.58972
24.875,74,11.402,6.84937,1354.1554
24.875,73,8.055,6.84937,1553.7323
24.875,74,8.519,6.86299,1314.03345
24.875,73,10.937,6.85845,1237.94507
24.875,73,10.725,6.84483,1100.86902
24.875,73,8.841,6.84937,1133.37744
24.875,73,7.995,6.85845,1219.74817
24.875,74,7.632,6.86753,1175.62341
24.9375,74,7.995,6.84937,883.08344
24.875,73,7.378,6.84937,1031.67908
24.875,74,9.035,6.85845,870.87268
24.875,74,9.339,6.85391,1002.58392
24.875,73,8.469,6.85845,1054.15576
24.875,74,1.47,6.85391,870.87268
24.875,74,8.173,6.85845,1092.91724
24.875,74,9.728,6.84937,1054.15576
24.875,74,7.928,6.85845,1237.94507
24.875,74,7.894,6.84937,1294.50415
24.875,74,8.359,6.85391,1449.86731
24.875,74,7.099,6.84937,1406.36938
24.875,74,8.097,6.85845,1158.50549
24.875,74,8.967,6.85391,1364.4093
24.875,75,11.047,6.85845,1228.80835
24.875,74,8.528,6.85845,1333.91724
24.875,74,8.807,6.85391,1395.73657
24.875,74,6.82,6.87207,1228.80835
24.875,74,7.209,6.91292,1031.67908
24.875,75,9.153,6.87661,908.11548
24.875,75,7.776,6.88115,852.92767
24.875,75,9.872,6.88115,920.94769
24.875,75,7.725,6.87661,753.96606
24.875,75,8.207,6.88115,1002.58392
24.875,75,14.453,6.90385,901.78113
24.875,75,7.869,6.89477,1017.00726
24.875,75,7.64,6.89931,933.99176
24.875,75,6.525,6.89023,841.2066
24.9375,75,11.275,6.90839,753.96606
